DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID,Version
2014-11-10T23:49:52.180+00:00,-58.794,-25.491,48.2,5.2,mb,,69,7.6,0.96,us,usc000sw5m,1415692353677
2014-11-10T23:40:46.270+00:00,40.465,-124.715,25.5,2.5,md,27,280,0.3,0.21,nc,nc72339275,1415960765039
2014-11-10T22:40:02.920+00:00,64.694,-17.763,8.3,4.9,mb,,102,1.5,1.47,us,usc000sw5b,1415688161967
2014-11-10T22:30:24.755+00:00,41.921,-119.631,,3.2,ml,4,120,0.5,0.11,nn,nn00467153,1415915206241
2014-11-10T21:57:33.673+00:00,39.118,-115.971,,2.8,ml,9,81,0.8,0.40,nn,nn00467148,1415685602525
2014-11-10T21:47:18.680+00:00,7.241,94.639,73.7,4.4,mb,,116,3.0,1.16,us,usc000sw4i,1415685001376
2014-11-10T21:44:56.000+00:00,61.244,-147.022,2.5,3.5,ml,,,,0.73,ak,ak11438326,1416025878466
2014-11-10T21:38:00.220+00:00,-30.073,-177.724,27.8,5.6,mwb,,48,0.8,1.52,us,usc000sw4e,1415723496000
2014-11-10T21:22:08.000+00:00,61.244,-147.023,6.5,3.1,ml,,,,0.73,ak,ak11438290,1416025976302
2014-11-10T20:48:16.900+00:00,39.310,19.410,1.0,4.3,mb,,,,1.33,us,usc000sw3t,1415729095000
2014-11-10T20:41:21.000+00:00,61.530,-140.685,1.9,2.5,ml,,,,0.59,ak,ak11438220,1416025935378
2014-11-10T20:26:37.149+00:00,41.908,-119.596,,2.7,ml,4,240,0.5,0.15,nn,nn00467162,1415731539000
2014-11-10T19:22:34.000+00:00,61.384,-149.711,36.7,3.3,ml,,,,0.53,ak,ak11438112,1416025957491
2014-11-10T18:22:31.740+00:00,13.363,-90.780,10.0,5.0,mb,,143,1.5,1.14,us,usc000sw2y,1415732241000
2014-11-10T18:00:19.100+00:00,36.130,-97.463,9.3,2.7,ml,,64,,0.36,us,usc000sw3c,1415732647000
2014-11-10T17:17:43.000+00:00,61.540,-140.711,1.0,3.4,ml,,,,0.82,ak,ak11437900,1416025776079
2014-11-10T16:18:17.825+00:00,41.901,-119.622,,3.1,ml,4,147,0.5,0.08,nn,nn00467117,1415665258321
2014-11-10T15:39:08.000+00:00,19.745,-156.065,10.9,3.8,ml,,238,0.1,0.20,hv,hv60800231,1415743040046
2014-11-10T15:26:59.640+00:00,40.366,-124.428,23.3,2.5,md,18,249,0.1,0.12,nc,nc72338925,1415951644224
2014-11-10T15:23:09.880+00:00,-36.218,179.808,45.9,4.8,mb,,112,1.8,0.62,us,usc000sw0y,1415661950634
2014-11-10T14:47:20.760+00:00,37.173,-114.021,11.3,3.0,ml,19,118,0.1,0.27,uu,uu60091342,1415659802881
2014-11-10T14:24:36.160+00:00,-22.950,179.930,570.0,4.7,mb,,110,5.5,1.05,us,usc000sw0c,1415658435977
2014-11-10T14:11:12.854+00:00,41.863,-119.607,2.3,3.5,ml,5,129,0.5,0.18,nn,nn00467103,1415657631922
2014-11-10T14:11:12.700+00:00,-50.193,119.724,15.9,4.8,mb,,76,16.8,0.87,us,usc000sw0a,1415657622299
2014-11-10T13:57:55.400+00:00,18.064,-68.311,88.0,3.7,Md,16,194,1.2,0.43,pr,pr14314001,1415926904246
2014-11-10T13:52:37.330+00:00,27.890,55.845,10.0,5.4,mb,,57,3.0,0.63,us,usc000sw08,1415656519313
2014-11-10T13:20:12.360+00:00,38.871,75.548,51.0,4.6,mb,,71,3.5,0.68,us,usc000sw04,1415654573384
2014-11-10T13:19:45.800+00:00,36.841,-97.875,4.3,2.5,ml,,85,,0.46,us,usc000sw2c,1415638355738
2014-11-10T13:08:21.900+00:00,36.021,-97.097,4.0,2.5,ml,,116,,0.63,us,usc000sw0r,1415653863370
2014-11-10T12:46:23.080+00:00,12.044,-86.424,182.6,4.8,mb,,136,0.9,1.19,us,usc000sw02,1415641182348
2014-11-10T12:20:09.430+00:00,5.635,126.663,89.8,4.6,mb,,137,4.9,1.13,us,usc000svzz,1415650959931
2014-11-10T11:41:52.000+00:00,40.393,-121.503,0.9,2.7,md,13,83,0.1,0.19,nc,nc71087894,1415932325120
2014-11-10T11:41:39.430+00:00,40.420,-121.464,9.0,2.8,md,14,121,0.0,0.09,nc,nc72338755,1415930525504
2014-11-10T11:38:58.880+00:00,-21.643,-68.521,103.9,5.8,mb,,69,0.7,1.48,us,usc000svzn,1415822595000
2014-11-10T10:34:28.860+00:00,19.456,94.879,67.0,4.6,mb,,113,3.9,0.75,us,usc000svzk,1415660757000
2014-11-10T10:04:21.970+00:00,-22.775,171.445,10.0,6.1,mwp,,39,4.7,0.96,us,usc000svzi,1415642807820
2014-11-10T09:37:08.310+00:00,45.572,150.868,100.8,4.5,mb,,164,5.8,1.11,us,usc000svzh,1415641190844
2014-11-10T09:08:20.210+00:00,-28.382,-68.953,90.0,4.8,mb,,78,1.2,1.33,us,usc000svze,1415639461774
2014-11-10T08:42:42.850+00:00,32.867,-118.654,5.4,4.1,mw,10,237,0.1,0.18,ci,ci37286720,1415829948530
2014-11-10T08:40:14.050+00:00,32.856,-118.599,9.5,3.4,ml,13,238,0.1,0.16,ci,ci37286712,1415695269491
2014-11-10T06:16:41.330+00:00,37.150,28.823,10.0,4.8,mb,,28,1.0,1.01,us,usc000svyz,1415636903000
2014-11-10T06:13:09.460+00:00,-6.458,104.228,18.5,4.9,mb,,65,2.4,0.80,us,usc000svyy,1415630038830
2014-11-10T04:59:31.120+00:00,-8.133,107.242,54.5,4.5,mb,,48,0.8,1.37,us,usc000svyj,1415624533894
2014-11-10T04:41:21.740+00:00,10.038,126.847,63.5,5.5,mb,,89,9.2,1.19,us,usc000svyc,1415635979000
2014-11-10T04:32:47.680+00:00,35.807,-97.436,5.0,2.6,mb_lg,,92,0.0,0.35,us,usc000svya,1415622914893
2014-11-10T03:24:27.450+00:00,36.737,-97.566,6.0,2.7,mb_lg,,63,0.3,0.33,us,usc000svxv,1415591181487
2014-11-10T02:47:04.600+00:00,18.477,-65.732,97.0,2.8,Md,11,198,0.2,0.20,pr,pr14314000,1415616601824
2014-11-10T02:43:13.549+00:00,41.917,-119.639,,3.6,ml,7,79,0.5,0.12,nn,nn00467065,1415616350957
2014-11-10T02:39:02.430+00:00,-24.006,69.542,10.0,5.2,mb,,54,21.3,0.79,us,usc000svxr,1415616095702
2014-11-10T02:37:32.000+00:00,57.698,-137.589,3.3,2.9,ml,,,,0.50,ak,ak11437237,1416025916690
2014-11-10T02:35:51.750+00:00,-3.889,101.804,53.9,4.7,mb,,96,1.2,0.99,us,usc000svxm,1415615897550
2014-11-10T02:30:57.110+00:00,36.738,-97.559,5.0,3.4,mb_lg,,52,0.3,0.50,us,usc000svxk,1415591691868
2014-11-10T02:28:57.170+00:00,36.704,-98.041,12.8,2.5,mb_lg,,95,0.2,0.25,us,usc000svxj,1415615488833
2014-11-10T02:27:03.000+00:00,51.841,178.551,122.8,3.5,ml,,,,0.57,ak,ak11437235,1416025898131
2014-11-10T02:19:57.370+00:00,36.738,-97.560,6.2,2.7,mb_lg,,64,0.3,0.25,us,usc000svxi,1415614953805
2014-11-10T02:18:04.030+00:00,36.732,-97.567,5.0,2.7,mb_lg,,60,0.3,0.31,us,usc000svxg,1415614843043
2014-11-10T02:11:30.710+00:00,36.034,-97.090,5.0,2.9,mb_lg,,35,0.2,0.69,us,usc000svxf,1415590763056
2014-11-10T01:19:48.750+00:00,10.681,124.632,10.0,4.5,mb,,155,8.2,0.95,us,usc000svxd,1416145471878
2014-11-10T01:19:29.744+00:00,41.915,-119.648,0.6,3.2,ml,5,79,0.5,0.15,nn,nn00467057,1415611327970
2014-11-09T23:39:46.226+00:00,41.892,-119.615,2.2,3.2,ml,4,156,0.5,0.07,nn,nn00467055,1415605354939
2014-11-09T23:24:35.980+00:00,34.580,26.536,45.5,4.4,mb,,70,1.1,1.18,us,usc000svx4,1415604432444
2014-11-09T23:11:47.298+00:00,41.907,-119.626,,2.7,ml,3,224,0.5,0.05,nn,nn00467054,1415603653285
2014-11-09T21:53:42.100+00:00,19.347,-155.106,7.5,2.6,Ml,,144,0.0,0.11,hv,hv60800051,1415926923424
2014-11-09T21:25:54.146+00:00,41.907,-119.617,0.0,2.7,ml,3,240,0.5,0.05,nn,nn00467044,1415598324362
2014-11-09T21:19:41.560+00:00,64.655,-17.173,10.0,5.0,mb,,111,1.8,1.11,us,usc000svwg,1415631375000
2014-11-09T20:22:09.060+00:00,40.402,-125.026,11.5,2.9,ml,34,251,0.5,0.25,nc,nc72338145,1415690825950
2014-11-09T20:10:19.030+00:00,36.031,-97.093,5.0,4.1,mb_lg,,68,0.2,0.43,us,usc000svvx,1415895012960
2014-11-09T19:32:27.453+00:00,41.909,-119.659,2.7,3.3,ml,6,126,0.5,0.32,nn,nn00467032,1415597947024
2014-11-09T18:56:10.000+00:00,59.035,-152.942,70.0,3.2,ml,,,,0.46,ak,ak11436926,1415832494472
2014-11-09T18:52:30.690+00:00,13.184,144.111,134.0,4.6,mb,,57,0.8,0.76,us,usc000svvr,1415588109748
2014-11-09T16:31:20.090+00:00,-17.657,-178.581,530.3,4.6,mb,,72,8.3,0.59,us,usc000svv6,1415579632396
2014-11-09T16:26:04.040+00:00,-23.397,-179.847,552.7,5.0,mb,,73,6.0,0.79,us,usc000svv4,1415579311293
2014-11-09T16:04:55.730+00:00,-21.425,-178.611,533.3,4.6,mb,,97,4.8,0.89,us,usc000svv3,1415578042450
2014-11-09T15:50:34.000+00:00,59.356,-152.867,74.0,2.5,ml,,,,0.66,ak,ak11436841,1415909173000
2014-11-09T15:22:44.304+00:00,41.902,-119.617,,3.1,ml,4,146,0.5,0.11,nn,nn00467018,1415598818588
2014-11-09T14:37:57.220+00:00,13.149,-90.951,48.4,4.4,mb,,157,1.5,0.76,us,usc000svuv,1415572835250
2014-11-09T14:30:33.800+00:00,36.752,-97.556,3.8,2.6,ml,,65,,0.48,us,usc000swez,1415908477000
2014-11-09T13:53:19.370+00:00,6.424,-82.631,23.1,4.5,mb,,147,3.8,0.72,us,usc000svuh,1415570155893
2014-11-09T13:40:47.369+00:00,41.872,-119.607,,3.6,ml,4,133,0.5,0.09,nn,nn00466998,1415600192668
2014-11-09T13:36:45.860+00:00,-7.026,129.883,185.9,4.4,mb,,56,1.7,1.37,us,usc000svue,1415569156812
2014-11-09T13:26:45.440+00:00,-5.466,-78.340,39.9,4.8,mb,,134,6.6,0.77,us,usc000svud,1415568569837
2014-11-09T12:55:44.700+00:00,36.276,-97.262,7.0,3.1,ml,,70,,0.55,us,usc000svu9,1415588899931
2014-11-09T12:24:14.900+00:00,44.583,-129.560,10.0,3.5,ml,,267,4.5,1.04,us,usc000svu3,1415564835221
2014-11-09T12:19:58.470+00:00,36.366,71.282,120.7,4.7,mb,,81,0.9,0.75,us,usc000svu1,1415564559217
2014-11-09T11:55:13.670+00:00,27.088,140.797,406.8,4.1,mb,,163,1.2,0.59,us,usc000svtz,1415563074142
2014-11-09T10:05:41.680+00:00,-7.614,128.357,156.6,4.9,mb,,57,2.9,0.91,us,usc000svtt,1415556499814
2014-11-09T10:02:44.000+00:00,18.356,-67.367,18.0,2.5,Md,4,328,0.3,0.05,pr,pr14313003,1415556317655
2014-11-09T08:48:08.100+00:00,19.061,-65.115,24.0,2.5,Md,7,302,0.8,0.27,pr,pr14313001,1415551844150
2014-11-09T07:36:53.410+00:00,17.973,145.613,212.4,4.7,mb,,96,2.7,0.55,us,usc000svtm,1415547570109
2014-11-09T07:23:18.580+00:00,-51.542,139.696,10.0,4.7,mb,,96,10.1,0.79,us,usc000svt9,1415546759132
2014-11-09T07:12:04.190+00:00,-51.561,139.540,10.0,5.2,mb,,66,10.1,0.96,us,usc000svt8,1415546085219
2014-11-09T05:21:17.248+00:00,41.878,-119.631,,2.8,ml,5,146,0.5,0.11,nn,nn00466984,1415657221102
2014-11-09T04:42:40.730+00:00,76.592,-97.299,10.0,4.6,mb,,79,2.0,1.18,us,usc000svsn,1415537120940
2014-11-09T04:22:03.880+00:00,64.510,-17.638,7.3,4.4,mb,,114,1.6,0.78,us,usc000svsk,1415535887080
2014-11-09T04:12:05.507+00:00,41.896,-119.612,,2.6,ml,4,146,0.5,0.13,nn,nn00466977,1415657521664
2014-11-09T03:38:11.411+00:00,41.847,-119.640,2.2,2.9,ml,5,134,0.5,0.15,nn,nn00466974,1415998186392
2014-11-09T02:34:18.000+00:00,54.690,-160.749,15.0,2.9,ml,,,,0.30,ak,ak11436673,1415832522027
2014-11-09T02:20:25.900+00:00,18.807,-67.171,59.0,2.6,Md,4,324,0.6,0.25,pr,pr14313000,1415528575628
2014-11-09T01:20:39.660+00:00,36.695,-97.989,5.0,2.7,mb_lg,,78,0.2,0.56,us,usc000svrx,1415499813648
2014-11-09T00:35:15.640+00:00,36.335,-97.563,1.9,3.5,mb_lg,,19,0.4,0.96,us,usc000svru,1415900466745
2014-11-09T00:03:11.000+00:00,59.833,-153.688,146.0,2.7,ml,,,,0.61,ak,ak11436658,1415832438901
2014-11-08T23:39:39.090+00:00,44.203,83.284,24.7,4.3,mb,,64,2.7,1.44,us,usc000svrs,1415518930654
2014-11-08T23:15:43.530+00:00,38.134,20.385,16.0,5.2,mb,,34,1.6,0.99,us,usc000svrp,1415830292000
2014-11-08T23:14:08.300+00:00,13.197,-91.009,44.5,4.9,mb,,111,1.5,0.92,us,usc000svrq,1415517411531
2014-11-08T21:14:29.300+00:00,64.570,-17.136,10.0,4.7,mb,,39,1.8,1.05,us,usc000svr3,1415510223681
2014-11-08T21:08:30.610+00:00,34.609,-97.569,5.0,2.8,mb_lg,,49,0.2,0.55,us,usc000svqt,1415509861223
2014-11-08T20:53:18.000+00:00,52.226,-168.743,52.4,2.6,ml,,,,0.34,ak,ak11440995,1416018287076
2014-11-08T20:47:44.000+00:00,56.001,-161.464,224.7,3.4,ml,,,,0.89,ak,ak11436570,1416018207409
2014-11-08T20:11:25.800+00:00,19.282,-65.087,94.0,2.7,Md,11,270,1.0,0.14,pr,pr14312007,1415506457924
2014-11-08T20:07:07.870+00:00,3.594,117.603,43.8,4.4,mb,,76,1.8,0.48,us,usc000svqf,1415506188947
2014-11-08T18:19:39.280+00:00,24.897,94.807,79.1,4.9,mb,,39,2.8,1.08,us,usc000svq2,1415813387000
2014-11-08T17:44:45.200+00:00,34.672,81.270,32.7,4.1,mb,,119,6.7,1.12,us,usc000svpz,1415812965000
2014-11-08T17:37:47.190+00:00,37.611,97.061,16.9,4.9,mb,,52,9.3,0.63,us,usc000svpy,1415812776000
2014-11-08T17:20:09.200+00:00,36.755,-97.556,6.2,2.5,ml,,65,,0.76,us,usc000svpx,1415811193000
2014-11-08T17:06:44.850+00:00,24.858,96.318,54.8,4.8,mb,,86,4.1,0.55,us,usc000svpv,1415810782000
2014-11-08T17:00:00.400+00:00,19.035,-64.776,29.0,2.5,Md,6,274,0.6,0.15,pr,pr14312006,1415807280000
2014-11-08T16:54:10.500+00:00,18.942,-66.333,28.0,2.9,Md,13,256,0.5,0.20,pr,pr14312004,1415494613192
2014-11-08T16:42:27.000+00:00,51.768,-178.076,4.6,3.1,ml,,,,0.60,ak,ak11436518,1416018139757
2014-11-08T16:25:30.701+00:00,41.896,-119.612,,3.3,ml,4,128,0.5,0.15,nn,nn00466929,1415492881861
2014-11-08T16:09:02.510+00:00,-20.987,-179.044,604.9,4.9,mb,,94,4.2,0.75,us,usc000svpk,1415491903345
2014-11-08T14:56:51.720+00:00,-7.234,105.953,60.9,4.6,mb,,127,1.9,0.91,us,usc000svpa,1415487568813
2014-11-08T14:53:55.100+00:00,18.285,-68.183,142.0,3.2,Md,5,335,1.0,0.40,pr,pr14312003,1415487387606
2014-11-08T14:48:32.240+00:00,41.902,-119.624,,2.6,ml,4,147,0.5,0.11,nn,nn00466908,1415993509910
2014-11-08T14:45:25.200+00:00,41.806,-119.677,,2.9,Ml,,299,0.5,0.50,uw,uw60920806,1415486871510
2014-11-08T14:30:56.000+00:00,56.863,-157.083,93.3,2.5,ml,,,,0.34,ak,ak11440979,1416018261931
2014-11-08T14:00:09.000+00:00,62.735,-148.748,60.2,3.6,ml,,,,0.49,ak,ak11436477,1416018161882
2014-11-08T12:54:39.000+00:00,65.144,-148.994,14.3,3.1,ml,,,,0.70,ak,ak11436458,1416018225979
2014-11-08T12:42:42.710+00:00,5.010,126.291,94.9,5.0,mb,,91,4.3,1.11,us,usc000svnp,1415479524789
2014-11-08T12:10:17.791+00:00,41.921,-119.640,0.3,2.7,ml,4,145,0.5,0.19,nn,nn00466892,1415477573426
2014-11-08T11:27:29.941+00:00,41.879,-119.611,,3.2,ml,4,151,0.5,0.09,nn,nn00466889,1415475009298
2014-11-08T11:13:27.570+00:00,37.295,-122.083,10.0,2.8,md,95,47,0.0,0.11,nc,nc72337440,1415998213979
2014-11-08T10:47:32.431+00:00,41.904,-119.662,1.8,2.5,ml,5,144,0.5,0.25,nn,nn00466887,1415472616276
2014-11-08T10:44:17.000+00:00,52.321,-167.788,10.2,2.5,ml,,,,0.57,ak,ak11440965,1416018243894
2014-11-08T10:11:54.777+00:00,41.930,-119.642,,2.7,ml,5,144,0.5,0.21,nn,nn00466884,1415472708401
2014-11-08T10:10:18.530+00:00,36.388,-97.295,2.3,3.0,mb_lg,,53,0.4,0.52,us,usc000svmz,1415505225359
2014-11-08T10:06:12.800+00:00,36.351,-84.995,20.7,2.5,md,28,86,0.3,0.20,se,se60061022,1415622785937
2014-11-08T09:28:00.840+00:00,36.172,-96.859,5.0,2.9,mb_lg,,61,0.2,0.49,us,usc000svmu,1415467826970
2014-11-08T08:52:00.216+00:00,41.888,-119.695,,2.7,ml,4,143,0.5,0.12,nn,nn00466879,1415926967156
2014-11-08T08:50:17.000+00:00,54.395,-165.073,183.9,2.6,ml,,,,0.46,ak,ak11440961,1416018179677
2014-11-08T07:36:04.500+00:00,19.203,-64.514,34.0,2.6,Md,8,299,0.8,0.25,pr,pr14312001,1415461137735
2014-11-08T07:34:16.000+00:00,17.898,-68.590,103.0,3.1,Md,6,338,1.5,0.23,pr,pr14312002,1415461007798
2014-11-08T06:54:55.550+00:00,32.019,-117.358,8.9,2.5,ml,9,262,0.6,0.19,ci,ci37286112,1415734155114
2014-11-08T06:21:27.060+00:00,38.787,-122.762,2.5,3.2,ml,84,39,0.0,0.05,nc,nc72337305,1415692564893
2014-11-08T05:29:33.551+00:00,41.914,-119.647,0.0,3.3,ml,5,152,0.5,0.09,nn,nn00466864,1415453536378
2014-11-08T05:27:41.713+00:00,41.908,-119.639,,3.3,ml,7,127,0.5,0.14,nn,nn00466859,1415453419697
2014-11-08T04:23:15.182+00:00,41.860,-119.624,0.3,2.6,ml,4,140,0.5,0.11,nn,nn00466846,1415659920060
2014-11-08T03:35:57.970+00:00,34.029,-117.225,16.4,2.6,ml,100,14,0.1,0.15,ci,ci37286056,1415655469690
2014-11-08T02:08:18.403+00:00,41.876,-119.633,,2.6,ml,5,150,0.5,0.08,nn,nn00466836,1415556290270
2014-11-08T02:05:57.000+00:00,53.393,-160.406,25.1,3.1,ml,,,,0.74,ak,ak11436399,1416018307322
2014-11-08T01:52:21.421+00:00,41.893,-119.608,,3.1,ml,4,242,0.5,0.08,nn,nn00466842,1415926990131
2014-11-08T01:47:43.482+00:00,41.877,-119.626,1.6,3.0,ml,5,146,0.5,0.10,nn,nn00466832,1415927007947
2014-11-08T01:34:54.073+00:00,41.876,-119.652,0.7,2.6,ml,4,243,0.5,0.20,nn,nn00466841,1415987037422
2014-11-08T01:21:36.485+00:00,41.878,-119.627,1.3,2.8,ml,4,154,0.5,0.14,nn,nn00466829,1415927025888
2014-11-08T01:14:24.400+00:00,18.353,-64.156,151.0,2.9,Md,5,342,1.4,0.31,pr,pr14312000,1415438219752
2014-11-08T00:56:33.210+00:00,64.606,-17.760,11.3,4.5,mb,,83,1.5,1.14,us,usc000svka,1415437146687
2014-11-07T23:54:22.240+00:00,37.830,142.307,33.8,5.3,mb,,20,1.2,0.88,us,usc000svjy,1415823251000
2014-11-07T22:55:00.340+00:00,6.805,126.761,83.7,5.1,mb,,22,6.0,0.69,us,usc000svjd,1415429832282
2014-11-07T22:50:50.100+00:00,19.650,-156.059,36.1,2.5,Ml,,245,0.0,0.16,hv,hv60799451,1415430254163
2014-11-07T22:32:59.800+00:00,36.330,-97.526,8.1,2.8,ml,,87,,0.47,us,usc000svj7,1415430247488
2014-11-07T22:10:52.000+00:00,59.755,-152.902,13.8,2.6,ml,,,,0.86,ak,ak11436281,1416002067059
2014-11-07T20:56:53.170+00:00,39.499,-112.017,7.0,2.7,ml,29,42,0.2,0.35,uu,uu60091122,1415467925000
2014-11-07T20:37:53.840+00:00,41.898,-119.628,1.0,2.9,ml,4,241,0.5,0.11,nn,nn00466795,1415467173000
2014-11-07T20:08:51.400+00:00,36.607,-97.815,5.9,3.2,ml,,80,,0.69,us,usc000svhd,1415466516000
2014-11-07T19:19:55.362+00:00,41.891,-119.619,,3.6,ml,5,108,0.5,0.13,nn,nn00466769,1415464291000
2014-11-07T19:04:05.700+00:00,36.756,-97.563,4.3,2.8,ml,,64,,0.70,us,usc000svhg,1415464044000
2014-11-07T19:02:07.800+00:00,35.797,-97.444,5.5,2.5,ml,,60,,0.35,us,usc000svhe,1415463952571
2014-11-07T18:39:20.342+00:00,41.869,-119.622,0.6,3.4,ml,5,134,0.5,0.14,nn,nn00466758,1415463265000
2014-11-07T18:24:09.068+00:00,41.904,-119.633,,3.0,ml,6,78,0.5,0.18,nn,nn00466754,1415463012000
2014-11-07T18:07:39.500+00:00,18.931,-65.982,44.0,3.0,Md,12,223,0.6,0.20,pr,pr14311001,1415462895000
2014-11-07T17:48:37.000+00:00,51.566,-178.096,12.6,3.0,ml,,,,0.49,ak,ak11436092,1416001929518
2014-11-07T17:34:52.350+00:00,-6.472,148.541,59.2,5.2,mb,,23,3.2,1.09,us,usc000svfv,1415462549000
2014-11-07T17:13:00.580+00:00,38.364,22.237,5.0,4.9,mwr,,30,0.7,0.98,us,usc000svfn,1415461684000
2014-11-07T16:57:57.400+00:00,36.708,-98.146,5.0,2.8,ml,,188,,0.62,us,usc000svfw,1415408424727
2014-11-07T16:39:44.500+00:00,36.748,-97.649,3.4,2.5,ml,,86,,0.55,us,usc000svfq,1415407332305
2014-11-07T16:00:29.300+00:00,34.046,-97.492,12.3,3.0,ml,,208,,0.93,us,usc000svfb,1415390026732
2014-11-07T15:23:15.000+00:00,61.554,-146.416,35.0,2.7,ml,,,,0.43,ak,ak11435918,1416002084310
2014-11-07T14:24:31.450+00:00,41.842,-119.631,,3.1,ml,5,136,0.5,0.12,nn,nn00466699,1415399226779
2014-11-07T12:53:26.000+00:00,51.532,178.512,59.0,3.1,ml,,,,0.73,ak,ak11435693,1416001927639
2014-11-07T12:38:30.100+00:00,36.515,-97.542,4.8,2.7,ml,,80,,0.35,us,usc000svcz,1415392877819
2014-11-07T12:24:12.341+00:00,41.912,-119.623,0.5,2.6,ml,4,239,0.5,0.04,nn,nn00466744,1415392011338
2014-11-07T11:25:54.000+00:00,61.322,-150.094,43.5,3.4,ml,,,,0.58,ak,ak11435681,1416001918476
2014-11-07T11:13:35.870+00:00,41.828,-119.699,9.6,3.0,ml,3,218,0.5,0.03,nn,nn00466688,1415389836395
2014-11-07T11:07:23.466+00:00,41.878,-119.655,0.3,2.6,ml,5,127,0.5,0.12,nn,nn00466686,1415391170758
2014-11-07T10:49:57.060+00:00,41.999,-120.307,2.2,2.7,md,7,187,0.1,0.19,nc,nc72336865,1415388787032
2014-11-07T10:39:04.626+00:00,41.911,-119.624,1.2,2.6,ml,4,239,0.5,0.01,nn,nn00466689,1415385691054
2014-11-07T09:42:42.433+00:00,41.902,-119.611,,2.7,ml,4,146,0.5,0.06,nn,nn00466680,1415391326054
2014-11-07T08:53:59.020+00:00,41.914,-126.347,24.2,3.2,ml,29,281,1.6,0.16,nc,nc72336800,1415947204957
2014-11-07T08:40:14.052+00:00,41.896,-119.640,0.2,2.6,ml,4,145,0.5,0.17,nn,nn00466658,1415378574630
2014-11-07T08:24:57.870+00:00,-4.344,102.201,59.4,4.6,mb,,184,0.8,0.58,us,usc000svbc,1415377657667
2014-11-07T08:05:54.864+00:00,41.881,-119.630,,4.7,ml,6,77,0.5,0.19,nn,nn00466648,1415684147775
2014-11-07T07:57:11.950+00:00,-15.027,41.459,12.9,4.8,mb,,54,6.8,0.57,us,usc000svb4,1415350663287
2014-11-07T07:41:38.440+00:00,38.090,20.372,16.3,5.1,mb,,36,1.5,1.16,us,usc000svav,1415430084802
2014-11-07T07:28:02.000+00:00,51.764,176.301,47.8,4.1,ml,,,,0.39,ak,ak11435470,1416001965943
2014-11-07T07:25:11.683+00:00,41.888,-119.609,,2.7,ml,4,121,0.5,0.07,nn,nn00466645,1415395079825
2014-11-07T07:11:24.930+00:00,64.602,-17.585,8.3,5.2,mb,,74,1.6,0.58,us,usc000svaq,1415373233353
2014-11-07T07:09:58.000+00:00,52.837,-168.461,46.5,2.5,ml,,,,0.49,ak,ak11435419,1416002002001
2014-11-07T06:58:40.544+00:00,41.914,-119.602,,4.1,ml,6,79,0.5,0.22,nn,nn00466637,1415372472289
2014-11-07T06:51:01.260+00:00,-60.178,-26.908,54.0,5.2,mb,,54,7.9,0.50,us,usc000svae,1415372010332
2014-11-07T06:40:02.257+00:00,41.916,-119.650,1.9,2.8,ml,4,133,0.5,0.21,nn,nn00466627,1415390082834
2014-11-07T06:06:07.681+00:00,41.872,-119.629,,3.3,ml,4,128,0.5,0.07,nn,nn00466622,1415395486611
2014-11-07T04:48:15.670+00:00,13.905,-91.931,40.7,4.6,mb,,184,0.7,0.88,us,usc000sv9q,1415349832192
2014-11-07T04:31:47.310+00:00,41.901,-119.580,,2.7,ml,4,157,0.5,0.18,nn,nn00466598,1415363662103
2014-11-07T04:02:34.980+00:00,41.910,-119.618,0.7,2.5,ml,4,155,0.5,0.10,nn,nn00466591,1415361905482
2014-11-07T03:33:54.620+00:00,-6.044,148.210,43.2,6.6,mww,,15,3.5,0.79,us,usc000sv94,1415379124573
2014-11-07T02:56:52.866+00:00,41.903,-119.637,,2.8,ml,3,318,0.5,0.25,nn,nn00466603,1415357979038
2014-11-07T02:46:58.840+00:00,4.746,95.107,65.9,4.5,mb,,164,1.9,0.54,us,usc000sv91,1415357380997
2014-11-07T02:27:45.990+00:00,-40.994,43.061,10.0,4.7,mb,,87,8.4,0.74,us,usc000sv8y,1415356220775
2014-11-07T01:59:20.510+00:00,13.614,-90.655,69.8,5.4,mb,,106,1.4,0.56,us,usc000sv8v,1415390629958
2014-11-07T01:51:11.561+00:00,41.931,-119.651,1.2,3.4,ml,4,80,0.5,0.17,nn,nn00466569,1415551618254
2014-11-07T01:47:51.800+00:00,41.854,-119.555,5.0,2.6,Md,,310,0.7,0.42,uw,uw60919526,1415353830251
2014-11-07T01:44:27.115+00:00,41.916,-119.649,0.5,2.9,ml,4,134,0.5,0.20,nn,nn00466565,1415360973103
2014-11-07T01:13:35.130+00:00,36.436,-97.075,5.0,2.6,mb_lg,,49,0.3,0.60,us,usc000sv8k,1415351773659
2014-11-07T00:54:21.000+00:00,61.672,-150.532,65.8,2.6,ml,,,,0.40,ak,ak11435234,1416001947357
2014-11-07T00:21:40.600+00:00,41.869,-119.615,5.0,2.5,Md,,284,0.7,0.65,uw,uw60919471,1415348661257
2014-11-07T00:20:47.330+00:00,4.787,95.110,39.4,5.4,mwb,,21,1.9,0.93,us,usc000sv89,1415382225000
2014-11-07T00:11:31.000+00:00,63.504,-148.994,10.0,3.4,ml,,,,0.75,ak,ak11435210,1416001983894
