idmeertens,source_id,source,beroep_afzender,sekse,klasse,leeftijd_afzender,verzendlocatie,datum_verzonden,target,target_id,sekse_ontvanger,relatie,beroep_ontvanger,ontvangerlocatie,genre,schip,lng_afzender,lat_afzender,genoemde_namen,genoemde_goederen,afbeeldingjpg,afbeeldingxml,transcriptie,lat_ontvanger,lng_ontvanger,landcode,target_id_fout,fuzzy_id
number 367,9,Jan van Ruijven,Koopman,m,,,World/Suriname,1672-01-08,Bartholomeus Nouters,880000,,,Schipper,World/The Netherlands/Zeeland/Vlissingen,,,-56,027783,3,919305,,,,,,51,4536672,3,5709125,1,88,
number 31,20,A. Brunsz,,m,,,World,,Benjamin Raule,910000,,,,World/The Netherlands/Zeeland/Middelburg,,,-83,7466403,42,230537,Johannis Robbersen,,,,,51,4987962,3,610998,1,91,
number 517,12,Nicolaas Combe,,,,,World/Suriname,1672-9-13,Capitein Liefhebber,920000,,,,World/The Netherlands/Zeeland/Middelburg,,,-56,027783,3,919305,,,,,,51,4987962,3,610998,1,92,
1070,9,Jan van Ruijven,Koopman,m,,,World/Suriname,1671-02-03,Capt. Constandt,930000,M,,kapitein,World/The Netherlands/Zeeland/Vlissingen,brief,,-56,027783,3,919305,J. Aarssen,  Jan Bollen, Jacob Soeteling,,nl-hana_hca30-223_6_0019.jpg,nl-hana_hca30-223_6_0019.xml,,51,4536672,3,5709125,1,93,
number 303,130,Jan Andriesen,,m,,,World,1672-1-3,Carel Abrahamsen,940000,,,,World/The Netherlands/Zeeland/Veere,,,-83,7466403,42,230537,,,,,,51,5482937,3,6660061,1,94,
number 523,12,Nicolaas Combe,,m,,,World/Suriname,1672-1-5,Carel Abrahamsen,940000,,,,World/The Netherrlands/Zeeland/Veere,,,-56,027783,3,919305,Jan Andriessen,,,,,51,5482937,3,6660061,1,94,
number 131,52,Carel Nachtegael,,m,,,World/Suriname,1672-1-7,Carel van Poelevelt,960000,,,,World/The Netherlands/Zeeland/Vlissingen,,,-56,027783,3,919305,Jan Tinnegieter,,,,,51,4536672,3,5709125,1,96,
number 246,107,Golken Ceuvelaer,,v,,,World/Suriname,1672-1-12,Catelijntie Grindets,970000,,,,World/The Netherlands/Zeeland/Vlissingen,,,-56,027783,3,919305,,paertie letter houte stocken, alf oxhooft leemon sop, als ox hooft goet sucker,,,,51,4536672,3,5709125,1,97,
number 411,145,Johan Basseliers,dominee,m,,,World/Suriname,1672-1-9,Catharina Basseliers,980000,,zuster,,World/The Netherlands/Zeeland/Vlissingen,,,-56,027783,3,919305,Jacob Soetelinck,,,,,51,4536672,3,5709125,1,98,
number 497,167,Nathaniel Goodhand,,m,,,World/Ghana/Elmina,,Charles Goodhand,990000,,,,World,,,-1,35,5,0833333,Augustinus Brunz,,,,,42,230537,-83,7466403,1,99,
number 237,102,Francoise Pradon,,,,,World/Suriname,1672-1-4,Charles Pradon a Gueneuille,1000000,,,,World,,,-56,027783,3,919305,Jan Jansen, Kapitein Lambrecht, Cornelijs de Vrijese, Jsack Jersoenen. Bastiaen Elijnck,confijt, suyker, lamoen,,,,42,230537,-83,7466403,1,100,
AI,216,Onbekend,,,,,World,,Chrijstijaen Backer,1010000,,broer en zus,,World/The Netherlands/Zeeland/Vlissingen,,,-83,7466403,42,230537,Cornelis (neef), Jacob Soetelinck, Monsr Jacobus vader, ,confijt, suyker, lamoen,,,,51,4536672,3,5709125,1,101,
number 59,32,Alexander Batij,secretaris,m,,,World/Suriname/Torarica,1672-1-11,Christiaen Gruterus,1020000,m,,,World/The Netherlands/Zeeland/Middelburg,,,-55,0333333,5,3333333,,,,,,51,4987962,3,610998,1,102,
number 143,58,Claes Raes,,m,,,World,1672-1-14,Claes Raes vrouw,1030000,,aan zijn vrouw,,World/The Netherlands/Zeeland/Middelburg,,,-83,7466403,42,230537,michiel copman, tobias claijsen Jan de Pre, Jan Andriesenn, Pieter Jsperen, Capitein Soetelinck,Suiker,,,,51,4987962,3,610998,1,103,
number 37,21,A. Thisso,Koopman,m,Hoge middenklasse,Onbekend,World/Suriname,1672-01-08,Claessen,1040000,,Onbekend,Onbekend,World/The Netherlands/Zeeland/Vlissingen,,,-56,027783,3,919305,Johannes d'Olijslager,suijker,,,,51,4536672,3,5709125,1,104,
number 36,21,A. Thisso,Koopman,m,Hoge middenklasse,Onbekend,World/Suriname,1672-01-08,Collaerdt,1050000,,Onbekend,officier,World/The Netherlands/Zeeland/Vlissingen,,,-56,027783,3,919305,Rafael Abouhap, Bolle, Olijslager, Clemendt, Bastiaen Thyssen, Jan Andriessen,paertie letter houte stocken, alf oxhooft leemon sop, als ox hooft goet sucker,,,,51,4536672,3,5709125,1,105,
number 30,20,A. Brunsz,,m,,,World/Suriname/Paramaribo,1672-1-1,Cornelia Bruns,1060000,,huisvrouw,,World/The Netherlands/Zeeland/Middelburg,,,-55,2038278,5,8520355,michiel copman, tobias claijsen Jan de Pre, Jan Andriesenn, Pieter Jsperen, Capitein Soetelinck,alfoxhoofden met zuijcker
suiker
 alfoxhoofden met zuijcker
suiker
2 aloxhoofden met zuijker, ,,,,51,4987962,3,610998,1,106,
number 207,97,Elijsabeth Emerij,,v,,,World/Suriname,1672-1-9,Cornelija vanden Weijde,1080000,,Moeder,,World/The Netherlands/Zeeland/Middelburg,,,-56,027783,3,919305,,,,,,51,4987962,3,610998,1,108,
number 538,171,Pieter de Neijn,,m,,,World/Ghana/Elmina,,Cornelis de Neijn,1100000,,,,World,,Gouda,-1,35,5,0833333,,,,,,42,230537,-83,7466403,1,110,
number 187,90,Cornelis Franssen Cuddels,,m,,,World/Suriname,1672-9-7,Cornelis Fransse Cudde,1110000,,vrouw en kinderen en moeder,,World/The Netherlands/Zeeland/Vlissingen,,,-56,027783,3,919305,Jacob Soetelinck,,,,,51,4536672,3,5709125,1,111,
2924,87,Cornelis Baestiaensen ,Schipper,m,,,World/Suriname,1672-01-08,Cornelis Janssen,1120000,M,,Schipper,World/The Netherlands/Zeeland/Vlissingen,Cognossement,,-56,027783,3,919305,Petrus Paludanus ,Twee oxhooffden moscowade Suijker ,nl-hana_hca30-227.1_6_0069.jpg,nl-hana_hca30-227.1_6_0069.xml,,51,4536672,3,5709125,1,112,
number 421,146,Johan van Melckebeecke,,m,,,World,1672-12-14,Cornelis Jansz. Verhulst,1130000,,,,World,,,-83,7466403,42,230537,Jan Tinnegieter,Suiker,,,,42,230537,-83,7466403,1,113,
number 184,88,Cornelis Berge,Schipper,m,,,World/Suriname,1672-1-8,Cornelis Pets,1150000,,,,World,,,-56,027783,3,919305,Rafael Abouhap, Bolle, Olijslager, Clemendt, Bastiaen Thyssen, Jan Andriessen,suijker,,,,42,230537,-83,7466403,1,115,
number 200,96,Daniel Pets,,m,,,World/Suriname,1672-1-15,Cornelis Pets,1150000,,vader en moeder,,World/The Netherlands/Zeeland/Middelburg  ,,,-56,027783,3,919305,Soetelinck (neef), Jean Sijmoensse (buurman),,,,,51,4987962,3,610998,1,115,
number 262,113,Hendrick Huiberts,,m,,,World/Suriname,1672-1-1,Cornelis Sies,1170000,,,,World,,,-56,027783,3,919305,,,,,,42,230537,-83,7466403,1,117,
number 445,148,Johannes Straeteius,,m,,,World,1672-1-12,Cornelis van Buijlaert,1180000,,neef,,World/The Netherlands/Noord-Holland/Amsterdam,,,-83,7466403,42,230537,,,,,,52,3702157,4,8951679,1,118,
number 50,26,Adrijaen van der Spiegel,,m,,,World/Suriname/Torarica,1672-1-6,Cornelis Verhuilst,1190000,,vader, moeder, zusters en broers.,,World/The Netherlands/Zeeland/Vlissingen,,,-55,0333333,5,3333333,,,,,,51,4536672,3,5709125,1,119,
AJ,294,Onbekend,,,,,World,,Cornelis Verhulst,1200000,,,,World/The Netherlands/Zeeland/Vlissingen,,,-83,7466403,42,230537,,,,,,51,4536672,3,5709125,1,120,
AK,347,Isaque Montesinas,,,,,World/Suriname,1671-12-12,D. del castillo,1210000,,,,World/Belgium/Brussel/Brussel,,,-56,027783,3,919305,,,,,,50,85,4,35,2,121,
AL,339,Isaq de Meza,,,,,World/Suriname,1672-1-7,Da Costa,1220000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,,,,,,52,3702157,4,8951679,2,122,
AM,363,Izaque Meza,,,,,World/Suriname,1671-1-3,Da Costa,1220000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,,,,,,52,3702157,4,8951679,2,122,
AN,363,Izaque Meza,,,,,World/Suriname,1671-12-25,Da Costa,1220000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,,,,,,52,3702157,4,8951679,2,122,
AO,420,Onbekend,,,,,World,,Da costa,1220000,,,,World,,,-83,7466403,42,230537,,,,,,42,230537,-83,7466403,2,122,
AP,356,Arao da Silva,,,,,World/Suriname,1671-12-4,Daniel Cardoso,1260000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,,,,,,52,3702157,4,8951679,2,126,
AQ,363,Izaque Meza,,,,,World/Suriname,1671-12-25,Daniel Cardozo,1270000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,,,,,,52,3702157,4,8951679,2,127,
AR,327,Jacob Nunes,,,,,World/Suriname,1672-1-6,Daniel Cordoz,1280000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,,,,,,52,3702157,4,8951679,2,128,
number 325,135,Jan Jansen Maroes,,m,,,World,1672-1-9,Daniel Danckers,1290000,,,,World/The Netherlands/Zeeland/Vlissingen,,,-83,7466403,42,230537,,,,,,51,4536672,3,5709125,1,129,
number 439,147,Johannes d'Olijslager,,m,,,World/Suriname/Torarica,1672-01-09,Daniel Fannius,1300000,,,Raadsheer belasting,World/The Netherlands/Zeeland/Middelburg,,,-55,0333333,5,3333333,Johannes d'Olijslager,,,,,51,4987962,3,610998,1,130,
number 88,461,Basseliers,,m,,,World/Suriname,1672-1-9,Daniel Mildert,1310000,,,,World,,,-56,027783,3,919305,Peter Jaspers (schipper), Cornelis Bastiaens, Jacob Dimmessen, Kapitein Rundar, Daniel Janssen, Kapitein Lei, kapitein, Cornuel.,,,,,42,230537,-83,7466403,1,131,
number 319,132,Jan Dimmese,Schipper,m,,,World,1672-1-12,Daniel Snoeck,1320000,,,,World/The Netherlands/Zeeland/Middelburg,,,-83,7466403,42,230537,,confijt, suyker, lamoen,,,,51,4987962,3,610998,1,132,
2781,9,Jan van Ruijven,Koopman,m,,,World/Suriname,1671-12-29,Daniel Thyson Jansson,1330000,M,,kapitein,World/The Netherlands/Zeeland/Veere,brief,,-56,027783,3,919305,Jan Andriesen, Corn. Ceuvelaer  ,,nl-hana_hca30-227.1_5_0060.jpg,nl-hana_hca30-227.1_5_0060.xml,,51,5482937,3,6660061,1,133,
number 286,121,J.V. Mildert,,man,,,World,1672-1-7,Daniel van Mildert,1340000,,broer,,World/The Netherlands/Noord-Holland/Amsterdam,,,-83,7466403,42,230537,Rafael Abouhap, Bolle, Olijslager, Clemendt, Bastiaen Thyssen, Jan Andriessen,suijker,,,,52,3702157,4,8951679,1,134,
number 577,189,Samuel Thierrij,,m,,,World/Suriname,1672-1-5,Daniel van Mildert,1340000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,,,,,,52,3702157,4,8951679,1,134,
number 442,147,Johannes d'Olijslager,,m,,,World/Suriname/Torarica,1672-01-09,Daniel Waeijwel,1360000,,neef,koopman,World/The Netherlands/Zeeland/Middelburg,,,-55,0333333,5,3333333,Johannes d'Olijslager,Suiker,,,,51,4987962,3,610998,1,136,
AS,295,Onbekend,,,,,World,,Daniel Waeywel,1370000,,,,World/The Netherlands/Zeeland/Middelburg,,,-83,7466403,42,230537,Jan van der Meulen ,,,,,51,4987962,3,610998,1,137,
AT,326,Izaque Baruh,,,,,World,1671-12-18,David Aguilar,1380000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-83,7466403,42,230537,,,,,,52,3702157,4,8951679,2,138,
AU,326,Izaque Baruh,,,,,World/Suriname,1672-8-28,David Ba,1390000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,,,,,,52,3702157,4,8951679,2,139,
AV,400,Isaque Meza,,,,,World/Suriname,1672-9-10,David bay Bondia,1400000,,,,World,,,-56,027783,3,919305,,,,,,42,230537,-83,7466403,2,140,
AW,357,Raquel Castanhos,,,,,World/Suriname,1672-1-1,David de Montesinos,1410000,,,,World,,,-56,027783,3,919305,,,,,,42,230537,-83,7466403,2,141,
AX,357,Raquel Castanhos,,,,,World/Suriname,1672-9-20,David de Montesinos,1410000,,,,World,,,-56,027783,3,919305,,,,,,42,230537,-83,7466403,2,141,
AY,328,Abraham Perejra,,,,,World,1672-1-6,David Deagilar,1430000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-83,7466403,42,230537,,,,,,52,3702157,4,8951679,2,143,
AZ,357,Raquel Castanhos,,,,,World/Suriname,1671-12-10,David Demon,1440000,,,,World,,,-56,027783,3,919305,,,,,,42,230537,-83,7466403,2,144,
BA,356,Arao da Silva,,,,,World/Suriname,1672-1-10,David Gavai,1450000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,,,,,,52,3702157,4,8951679,2,145,
BB,356,Arao da Silva,,,,,World/Suriname,1672-12-31,David Gavai,1450000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,,,,,,52,3702157,4,8951679,2,145,
number 206,96,Du Plessis Du Bellay,,m,,,World/Suriname/Paramaribo,1672-1-8,David Kempe,1470000,,,,World/The Netherlands/Zeeland/Middelburg,,,-55,2038278,5,8520355,Lijssebet Roos,Suiker,,,,51,4987962,3,610998,1,147,
number 250,108,H. De Huijbert,,m,,,World/Suriname/Paramaribo,1672-1-13,David Kempe,1470000,,,,World/The Netherlands/Zeeland/Middelburg,,,-55,2038278,5,8520355,,,,,,51,4987962,3,610998,1,147,
2986,2,Jan van der Meulen ,Koopman,m,,,World,1672-12-02,David Kempe,1470000,m,,,World,,,-83,7466403,42,230537,Jacob Soetelinck,,nl-hana_hca30-227.1_6_0131.jpg,nl-hana_hca30-227.1_6_0131.xml,,42,230537,-83,7466403,1,147,
3354,2,Jan van der Meulen ,Koopman,m,,,World,1671-12-10,David Kempe,1470000,m,,,World,wisselbrief,,-83,7466403,42,230537,Jan van Ruiven,,nl-hana_hca30-227.2_3_0025.jpg,nl-hana_hca30-227.2_3_0025.xml,,42,230537,-83,7466403,1,147,
3362,2,Jan van der Meulen ,Koopman,m,,,World/Torarica,1671-12-28,David Kempe,1470000,m,,,World,brief,,-55,0333333,5,3333333,,confijt, suyker, lamoen,nl-hana_hca30-227.2_3_0033.jpg,nl-hana_hca30-227.2_3_0033.xml,,42,230537,-83,7466403,1,147,
xxx,2,Jan van der Meulen ,Koopman,m,,,World/Suriname,1671-12-24,David Kempe,1470000,m,,,World/The Netherlands/Zeeland/Middelburg,,,-56,027783,3,919305,,,,,,51,4987962,3,610998,1,147,
number 531,17000000,Onbekend,,,,,World,,David Kempe,1470000,,,,World,,,-83,7466403,42,230537,Augustinus Brunz,9 alfoxchoofden lamoen sop,,,,42,230537,-83,7466403,1,147,
number 543,173,Pieter Jansen ,churgijn op plantage van gouverneur lichtenberg. ,m,,,World,1671-12-14,David Kempe,1470000,,,,World,,,-83,7466403,42,230537,,alfoxhoofden met zuijcker
suiker
 alfoxhoofden met zuijcker
suiker
2 aloxhoofden met zuijker, ,,,,42,230537,-83,7466403,1,147,
number 594,196,Susanna Cowell,engelse brief,v,,,World,1672-1-5,David Kempe,1470000,,,,World,,,-83,7466403,42,230537,Johannes d'Olijslager,9 alfoxchoofden lamoen sop,,,,42,230537,-83,7466403,1,147,
number 493,163,Mattijs Lantmeester,,m,,,World/Suriname,1672-9-15,Davidt Lisbrechtsen,1550000,,,,WorldThe Netherlands/Zeeland,,,-56,027783,3,919305,Cornelis Bastiaense, Pieter Buteux,,,,,51,4940309,3,8496815,1,155,
2384,147,Johannes d'Olijslager,,m,,,World/Suriname/Torarica,1672-12-14,De Hubert,1570000,M,Pensionaris,,World/The Netherlands/Zeeland/Middelburg,,,-55,0333333,5,3333333,,,nl-hana_hca30-227.1_1_0105.jpg,nl-hana_hca30-227.1_1_0105.xml,,51,4987962,3,610998,1,157,
2380,147,Johannes d'Olijslager,,m,,,World/Suriname/Torarica,1672-12-14,De Ridder,1580000,,heer en goede vriend, opperklerk van slands rekenkamer,,World/The Netherlands,,,-55,0333333,5,3333333,,,nl-hana_hca30-227.1_1_0101.jpg,nl-hana_hca30-227.1_1_0101.xml,,52,132633,5,291266,1,158,
BC,324,Salamao da Roche,,,,,World,1672-1-14,Debora Furtada,1590000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-83,7466403,42,230537,,,,,,52,3702157,4,8951679,2,159,
3703,155,Joris Darvall,Opzichter,m,,,World/Suriname/Torarica,1671-12-17,Dirck Dominicus,1600000,,,,World/The Netherlands/Noord-Holland/Amsterdam,cognossement,,-55,0333333,5,3333333,Barent Hermens Vooght,,nl-hana_hca30-227.2_6_0045.jpg,nl-hana_hca30-227.2_6_0045.xml,,52,3702157,4,8951679,1,160,
BD,155,Joris Darvall,Opzichter,m,,,World/Suriname/Torarica,1672-1-12,Dirck en Adriaen Dominicus,1610000,m,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-55,0333333,5,3333333,Johannes d'Olijslager,,,,,52,3702157,4,8951679,1,161,
BE,155,Joris Darvall,Opzichter,m,,,World/Suriname/Torarica,1671-12-12,Dirck en Adriaen Dominicus,1610000,m,,,World,,,-55,0333333,5,3333333,Soetelinck (neef), Jean Sijmoensse (buurman),,,,,42,230537,-83,7466403,1,161,
BF,155,Joris Darvall,Opzichter,m,,,World/Suriname/Torarica,1672-9-7,Dirck en Adriaen Dominicus,1610000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-55,0333333,5,3333333,,,,,,52,3702157,4,8951679,1,161,
number 94,43,Bastiaen Thijssen Danielsen,,m,,,World/Suriname,1672-9-5,Dirck Stakenburch,1640000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,Jan Tinnegieter,,,,,52,3702157,4,8951679,1,164,
number 72,34,Anna van Staden,,v,,,World,1672-01-13,Drost,1650000,,,,World/The Netherlands/Zuid-Holland/Rotterdam ,brief,,-83,7466403,42,230537,,,,,,51,9216667,4,4811111,1,165,
number 592,429,Simon van Cleeff,,m,,,World/Suriname,1672-9-7,Egbertus van Cleeff,1660000,,heer-dienaar. Neef, blijkt uit volgende brief.,,World/The Netherlands/Utrecht/Utrecht,,,-56,027783,3,919305,Lijssebet Roos,,,,,52,091874,5,0966227,1,166,
BG,323,Rephaell Aboab,,,,,World,1672-1-12,Elia Aboab,1670000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-83,7466403,42,230537,,,,,,52,3702157,4,8951679,2,167,
2844,88,Cornelis Berge,Schipper,m,,,World/Suriname,1672-1-8,Elijsabet Frans,1680000,v,,,World/The Netherlands/Zeeland/Vlissingen,brief,,-56,027783,3,919305,,,nl-hana_hca30-227.1_5_0123.jpg,nl-hana_hca30-227.1_5_0123.xml,,51,4536672,3,5709125,1,168,
number 300,129,Jacob van de Velde,,m,,,World/Suriname,1672-9-14,Elijsabeth Gillis,1690000,,huisvrouw,,World/The Netherlands/Zeeland/Vlissingen,,,-56,027783,3,919305,Cornelis Maertins,,,,,51,4536672,3,5709125,1,169,
number 326,136,Jan Janssen Hooijmaijer,,m,,,World/Suriname,1672-1-9,Elijsabeth Pieters,1700000,,huisvrouw,,World/The Netherlands/Zeeland/Vlissingen,,,-56,027783,3,919305,Barent Hermens Vooght,,,,,51,4536672,3,5709125,1,170,
number 327,136,Jan Janssen Hooijmaijer,,m,,,World/Suriname,1671-12-21,Elijsabeth Pieters,1700000,,huisvrouw ,,World/The Netherlands/Zeeland/Vlissingen,,,-56,027783,3,919305,,,,,,51,4536672,3,5709125,1,170,
number 328,136,Jan Janssen Hooijmaijer,,m,,,World/Suriname,1672-1-9,Elijsabeth Pieters,1700000,,,,World/The Netherlands/Zeeland/Vlissingen,,,-56,027783,3,919305,Pieter Jaspersen (kapitein), Pieter Herensen (kapitein), ,paertie letter houte stocken, alf oxhooft leemon sop, als ox hooft goet sucker,,,,51,4536672,3,5709125,1,170,
number 504,168,Nicolaes de Zoutte,,m,,,World/Suriname,1672-1-9,Elijsabt de Soutte,1730000,,,,World/The Netherlands/Zeeland/Middelburg,,,-56,027783,3,919305,Soetelinck (neef), Jean Sijmoensse (buurman),,,,,51,4987962,3,610998,1,173,
number 66,32,Alexander Batij,secretaris,m,,,World/Suriname/Torarica,1672-1-7,Elisabet de Grave,1740000,v,,huisvrouw,World/The Netherlands/Zeeland/Vlissingen,,,-55,0333333,5,3333333,Pieter Versterre (moeder),,,,,51,4536672,3,5709125,1,174,
number 190,91,Cornelis Raes,,m,,,World,1672-1-12,Elisabeta Raes,1750000,,,,World,,,-83,7466403,42,230537,Capitein Raes, Isacq Dragon, Bolle, Kapitein Donker, Johan Olijslager, Clemendt, Thijssen, Jan Andriessen,,,,,42,230537,-83,7466403,1,175,
number 298,129,Jacob van de Velde,,man,,30-50,World,1672-9-14,Elizabeth Gillis,1760000,,(ex)man,,World/The Netherlands/Zeeland/Vlissingen,brief,,-83,7466403,42,230537,Cornelis Maertins,confijt, suyker, lamoen,,,,51,4536672,3,5709125,1,176,
number 323,135,Jan Jansen Maroes,,man,,,World,1672-1-9,Elizabeth Jans,1770000,,(ex)man,,World/The Netherlands/Zeeland/Vlissingen,brief,,-83,7466403,42,230537,Daneel Emerij (weduwe van), Pieter Jaspers (schipper),,,,,51,4536672,3,5709125,1,177,
number 580,191,Sarah van Scharphuisen,,v,,,World,1672-1-6,Elsie Jans Munnick,1780000,,moeij,,World/The Netherlands/Noord-Holland/Amsterdam,,,-83,7466403,42,230537,,,,,,52,3702157,4,8951679,1,178,
number 406,145,Johan Basseliers,dominee,m,,,World/Suriname,1672-1-10,Elsje Jan munnick,1790000,,tante,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,Pieter Jaspersen, Jan Isacsen, moeders vrient in de reigerstraat (51.49954, 3.61580),,,,,52,3702157,4,8951679,1,179,
number 243,106,Gillame Beddelo,,man,,<30,World,1672-11-12,Erasmus Beddelo,1800000,,Zoon,,World/The Netherlands/Zeeland/Middelburg,brief,,-83,7466403,42,230537,Jan van Ruiven,,,,,51,4987962,3,610998,1,180,
number 244,106,Gillame Beddelo,,m,,,World/Suriname,1672-9-12,Erasmus Beddelo,1800000,,ouders,,World/The Netherlands/Zeeland/Middelburg,,,-56,027783,3,919305,,,,,,51,4987962,3,610998,1,180,
BH,354,Raquel da Silva,,,,,World/Suriname,1672-1-6,Ester Lopez,1820000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,,,,,,52,3702157,4,8951679,2,182,
number 324,135,Jan Jansen Maroes,,m,,,World/Suriname,1672-1-7,Filips Boncet,1830000,,,,World/The Netherlands/Zeeland/Vlissingen,,,-56,027783,3,919305,Abraham Vlaminck, Pieter Heersensen, Huibrecht Pietersen,,,,,51,4536672,3,5709125,1,183,
number 232,99,F. V. Meijden,,m,,,World,1671-11-24,Fillipina van Raij,1840000,,broer zwager zuster nichten en neven. ,,World/The Netherlands/Zuid-Holland/Den Haag,,,-83,7466403,42,230537,,,,,,52,0704978,4,3006999,1,184,
number 74,36,Ans Cornelijssen,,m,,,World,1672-1-3,Flijp Jansen,1850000,,,,World/The Netherlands/Zeeland/Vlissingen,,,-83,7466403,42,230537,Lijssebet Roos,,,,,51,4536672,3,5709125,1,185,
number 383,139,Jannis van Bambeke,,m,,,World/Suriname,1672-1-8,Flip van Bambeke,1860000,,,,World/The Netherlands/Zeeland/Middelburg  ,,,-56,027783,3,919305,Daneel Emerij (weduwe van), Pieter Jaspers (schipper),confijt, suyker, lamoen,,,,51,4987962,3,610998,1,186,
BI,381,Abigail de Brito,,,,,World/Suriname,1672-1-5,Francisco de Medina,1870000,,,,World,,,-56,027783,3,919305,,,,,,42,230537,-83,7466403,2,187,
BJ,381,Abigail de Brito,,,,,World/Suriname,1672-9-10,Francisco de Medina,1870000,,,,World/The Netherlands/Zeeland/Middelburg,,,-56,027783,3,919305,,,,,,51,4987962,3,610998,2,187,
BK,381,Abigail de Brito,,,,,World/Suriname,1672-1-9,Francisco de Medina,1870000,,,,World,,,-56,027783,3,919305,,,,,,42,230537,-83,7466403,2,187,
BL,333,Daniel Messiah,,,,,World/Suriname,1671-12-17,Francisco de Medina,1870000,,,,World/The Netherlands/Zeeland/Middelburg,,,-56,027783,3,919305,,,,,,51,4987962,3,610998,2,187,
BM,384,Mosseh Nassy,,,,,World/Suriname,1672-1-7,Francisco de Medina,1870000,,,,World/The Netherlands/Zeeland/Middelburg,,,-56,027783,3,919305,,,,,,51,4987962,3,610998,2,187,
BN,385,Raquel Gomes Vitone,,,,,World/Suriname,1672-1-8,Francisco de Medina,1870000,,,,World/The Netherlands/Zeeland/Middelburg,,,-56,027783,3,919305,,,,,,51,4987962,3,610998,2,187,
BO,385,Raquel Gomes Vitone,,,,,World,1672-1-4,Francisco de Medina,1870000,,,,World/England/London/London,,,-83,7466403,42,230537,,,,,,51,508515,-0,1254872,2,187,
number 384,139,Jannis van Bambeke,,m,,,World/Suriname,1672-1-8,Francoijs Christijaensen,1930000,,,,World/The Netherlands/Zeeland/Middelburg,,,-56,027783,3,919305,,,,,,51,4987962,3,610998,1,193,
BP,356,Arao da Silva,,,,,World/Suriname,1671-12-30,Francois de Martin,1940000,,,,World,,,-56,027783,3,919305,,,,,,42,230537,-83,7466403,2,194,
BQ,356,Arao da Silva,,,,,World/Suriname,1672-9-1,Francois De Martin,1940000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,,,,,,52,3702157,4,8951679,2,194,
BR,401,Ishac Gabay,,,,,World/Suriname,1672-8-29,Francois De Martin,1960000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,,,,,,52,3702157,4,8951679,2,196,
number 77,37,Antonis Jeroensen Rijckquaert,,m,,,World/Suriname,1671-12-31,Frans Dinie schekvaerts,1980000,,huisvrouw,,World/The Netherlands/Zeeland/Vlissingen,,,-56,027783,3,919305,,paertie letter houte stocken, alf oxhooft leemon sop, als ox hooft goet sucker,,,,51,4536672,3,5709125,1,198,
BS,248,Onbekend,,m,,,World/Suriname,1672-1-15,Fransinte Anderriessen,1990000,,huisvrouw,,World/The Netherlands/Zeeland/Vlissingen,,,-56,027783,3,919305,,,,,,51,4536672,3,5709125,1,199,
BT,356,Arao da Silva,,,,,World/Suriname,1671-12-20,Fransois de Martin,2000000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,,,,,,52,3702157,4,8951679,2,200,
BU,356,Arao da Silva,,,,,World/Suriname,1672-1-6,Fransois de Martin,2000000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,,,,,,52,3702157,4,8951679,2,200,
BV,356,Arao da Silva,,,,,World/Suriname,1671-12-4,Fransois de Martin,2000000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,,,,,,52,3702157,4,8951679,2,200,
BW,354,Raquel da Silva,,,,,World/Suriname,1672-1-10,Fransois de Martin,2000000,,,,World/The Netherlands/Noord-Holland/Amsterdam,,,-56,027783,3,919305,,,,,,52,3702157,4,8951679,2,200,
